city,name,dba,phone,carrier_type,active_trucks,mailing_address,effective_date,active_no
Duncanville,"BARRY'S AUTO & WRECKER SERVICE, INC.",BARRYS,2142966491,Tow Truck Company,3,"1305 N MAIN ST
DUNCANVILLE, TX. 75116
",9/16/2016,005052811C
Duncanville,CHRISTOPHER GOVAN,CHRIS'S TOWING,2142293548,Tow Truck Company,1,"1058  GAYNOR AVE
DUNCANVILLE, TX. 75137
",11/13/2015,006467141C
Duncanville,CESAR SALINAS SALINAS,CESAR'S 8 TRANSPORT,2144891599,Tow Truck Company - Commercial Carrier,1,"411 EAST FREEMAN ST
DUNCANVILLE, TX. 75116
",12/3/2015,006440210C
Duncanville,CLIFTON INTERNATIONAL LLC,AUTOW EXPRESS,2148641496,Tow Truck Company,1,"343  HALO ST
DUNCANVILLE, TX. 75137
",5/11/2017,006508542C
Duncanville,PAYNE'S TOWING-TEXACO,NO DATA,2147807405,Tow Truck Company,1,"PO  BOX 380917
DUNCANVILLE, TX. 75137
",4/6/2015,005018118C
Duncanville,"JOE'S TOWING & RECOVERY, INC.",NO DATA,214-337-2775,Tow Truck Company,4,"1315 N MAIN ST
DUNCANVILLE, TX. 75116
",8/24/2016,005335248C
Duncanville,"INTERSTATE ADJUSTERS, INC.",NO DATA,214-330-0433,Tow Truck Company,4,"214 E RED BIRD LN
DUNCANVILLE, TX. 75116
",1/12/2017,005033869C
Duncanville,V & A TOWING,NO DATA,469-867-8329,Tow Truck Company,3,"307 WOODHAVEN BLVD
DUNCANVILLE, TX. 75116
",7/25/2015,006401092C
Duncanville,B & E MOTORS,B & E MOTORS,4695830425,Tow Truck Company,1,"719 N MERRILL AVE
DUNCANVILLE, TX. 75116
",4/7/2017,006460335C
Duncanville,EFRAIN TECH AUTO & TOW SERVICE,EFRAIN TECH,2148939039,Tow Truck Company - Commercial Carrier,1,"316 MEMORY LN
DUNCANVILLE, TX. 75116
",3/19/2015,006444953C
Duncanville,ROBERTO G TORRES SR,RGZ TOWING,214 -280-4983,Tow Truck Company,1,"746  WREN AVE
DUNCANVILLE, TX. 75116
",8/25/2016,006516088C
Eagle Lake,A & L DELGADO'S CORPORATION,DELGADO'S WRECKER SERVICE,979 234 5794,Tow Truck Company,1,"3219 FM 102
EAGLE LAKE, TX. 77434
",8/17/2016,005056941C
Eagle Lake,JAMES BANKSTON SR,JT'S AUTO SALES& ALL AUTO PARTS,9792342703,Tow Truck Company - Commercial Carrier,1,"1609 STRICK LAND LN
EAGLE LAKE, TX. 77434
",3/1/2017,006451368C
Eagle Pass,CANTU WRECKERS,NO DATA,8307738084,Tow Truck Company - Household Goods Carrier,2,"615 MAIN
EAGLE PASS, TX. 78852
",5/2/2017,005047540C
Eagle Pass,MARTINEZ AUTO SERVICE,NO DATA,8307734339,Tow Truck Company,5,"1214 BIBB DR
EAGLE PASS, TX. 78852
",10/19/2016,005048690C
Eagle Pass,ELUTERIO RODRIGUEZ,CLASSIC AUTO SALES,8307760849,Tow Truck Company,1,"1379  HARDING ST
EAGLE PASS, TX. 78852
",1/19/2017,006519422C
Eagle Pass,BALDE'S TIRE & WRECKER SERVICE,NO DATA,8307573102,Tow Truck Company - Commercial Carrier,0,"522 NORTH PIERCE STREET
EAGLE PASS, TX. 78852
",12/13/2016,006426210C
Eagle Pass,MARCOS BRIONES,BRIONES TOWING,830-513-1313,Tow Truck Company,1,"2128  CANTERA CIR
EAGLE PASS, TX. 78852
",2/1/2017,006521162C
Eagle Pass,FLORES USED CARS,FLORES AUTO WRECKING,8307737881,Tow Truck Company - Commercial Carrier,2,"PO BOX 4130
EAGLE PASS, TX. 78853
",9/19/2016,005410865C
Eagle Pass,HERMANOS BASS AUTO PARTS & USED CARS,HERMANOS BASS AUTO PARTS & USED CARS,8307730222,Tow Truck Company,1,"2920 N VETERANS BLVD
EAGLE PASS, TX. 78852
",4/6/2017,006485034C
Eagle Pass,"EAGLE PASS AUTO, INC.",NO DATA,8307731515,Tow Truck Company,3,"PO BOX 1861
EAGLE PASS, TX. 78853
",8/9/2002,005397094C
Eagle Pass,DAVID FRAUSTO,IASAI,8309683699,Tow Truck Company - Commercial Carrier,2,"PO  BOX 762
EAGLE PASS, TX. 78853
",3/26/2008,006402223C
Eagle Pass,"DAVIS USED CARS AND PARTS, INC.",NO DATA,830-773-2812,Tow Truck Company,2,"PO BOX 889
EAGLE PASS, TX. 78853
",10/21/2016,005896367C
Early,6:21 HEARTLAND PARTNERS LLC,BRUNER AUTO GROUP,3256469511,Tow Truck Company,1,"PO BOX 3069
EARLY, TX. 76803
",4/1/2016,006516308C
Early,HARPER'S TOWING AND RECOVERY,JOHN HARPER HARPER'S TOWING AND RECOVERY,325-642-0219,Tow Truck Company,1,"4750 FM 3100
EARLY, TX. 76802
",7/14/2016,005682432C
Earth,*** City Data Not Found ***
East Bernard,*** City Data Not Found ***
East Mountain,*** City Data Not Found ***
East Tawakoni,*** City Data Not Found ***
Eastland,MANGUM SERVICE CENTER,NO DATA,2546292616,Tow Truck Company,4,"PO BOX 144
EASTLAND, TX. 76448
",4/1/2017,005050201C
Eastland,MIKE PURDOM'S WRECKER SERVICE,NO DATA,2546298774,Tow Truck Company,3,"100 SOUTH WALNUT
EASTLAND, TX. 76448
",11/19/2016,005581739C
Easton,*** City Data Not Found ***
Ector,*** City Data Not Found ***
Edcouch,*** City Data Not Found ***
Eden,"LUBKE CHEVROLET, INC.",NO DATA,9158695311,Tow Truck Company,1,"PO BOX 1003
EDEN, TX. 76837
",7/1/2014,005015118C
Edinburg,SOUTH JACKSON USED AUTO PARTS LLC,NO DATA,9566687711,Tow Truck Company,1,"2326 W JORDAN DR
EDINBURG, TX. 78539
",5/16/2017,006493242C
Edinburg,TERRY PEREZ,GLOBAL WRECKER AND RECOVERY SERVICES,9563800029,Tow Truck Company,2,"PO BOX 1176
EDINBURG, TX. 78540
",11/10/2016,006468661C
Edinburg,EL RANCHO TOWING & RECOVERY,NO DATA,956-381-9157,Tow Truck Company,1,"4909 W  UNIVERSITY DR
EDINBURG, TX. 78539
",11/9/2016,005050081C
Edinburg,FILEMON MEZA,BRONCO WRECKER,9569293591,Tow Truck Company,1,"1821 W MILE 17 1/2 RD
EDINBURG, TX. 78541
",9/15/2016,006516288C
Edinburg,M & M TOWING & RECOVERY INC,NO DATA,9563801500,Tow Truck Company - Household Goods Carrier,3,"1406 S MCCOLL RD
EDINBURG, TX. 78539
",9/24/2015,005844231C
Edinburg,PEDRO CANO,CANO'S TOWING SERVICE,9562930210,Tow Truck Company,2,"1939  JASMINE RD
EDINBURG, TX. 78542
",4/6/2017,006484403C
Edinburg,ARROW TOWING,NO DATA,9562271205,Tow Truck Company,3,"4323 E IOWA RD
EDINBURG, TX. 78539
",10/19/2009,005469209C
Edinburg,A & A AUTO & WRECKER SERVICE,NO DATA,9563837362,Tow Truck Company,2,"8025 E HWY 107
EDINBURG, TX. 78542
",2/3/2017,0000039432
Edinburg,ROADRUNNER TOWING & RECOVERY,ROADRUNNER TOWING & RECOVERY,9563831171,Tow Truck Company,2,"PO BOX 1699
EDINBURG, TX. 78540
",4/3/2017,006471703C
Edinburg,JC'S WRECKER SERVICE,NO DATA,9563834546,Tow Truck Company,2,"PO BOX 838
EDINBURG, TX. 78540
",12/11/2016,005245461C
Edinburg,HACIENDA FORD,NO DATA,956 383 1615,Tow Truck Company,3,"3010 W UNIVERSITY DR
EDINBURG, TX. 78539
",9/10/2007,005794756C
Edinburg,MARK ANTHONY BASALDUA,A WRECKER,9562933027,Tow Truck Company,1,"1617 E THOMPSON RD
EDINBURG, TX. 78542
",6/15/2017,006521502C
Edinburg,HOME CHASERS AUTO RECOVERY,HOME CHASERS AUTO RECOVERY INC.,956-763-9122,Tow Truck Company,3,"10812 E STATE HIGHWAY 107
EDINBURG, TX. 78542
",4/6/2017,006471593C
Edinburg,"SOUTH HI-WAY GARAGE, INC.",NO DATA,9563833883,Tow Truck Company,3,"2325 S HIGHWAY 281
EDINBURG, TX. 78539
",6/10/2017,005041410C
Edna,SID'S WRECKER SERVICE,NO DATA,5127822989,Tow Truck Company,1,"1826 US HWY 59 SOUTH
EDNA, TX. 77957
",4/10/2017,005012318C
Edna,T-N-T WRECKER SERVICE,NO DATA,3617827108,Tow Truck Company,1,"PO BOX 747
EDNA, TX. 77957
",3/8/2016,005264553C
Edna,DERWRECK'S PAINT & BODY,NO DATA,3612351139,Tow Truck Company,1,"613 W MAIN ST
EDNA, TX. 77957
",4/7/2017,006461446C
Edom,*** City Data Not Found ***
El Campo,CHARLES HARRIS,ALWAYS READY,979 543 1232,Tow Truck Company,1,"2582 W  BUS 59 S  HWY
EL CAMPO, TX. 77437
",3/3/2016,006087473C
El Campo,SEAN GIBSON,S & A SERVICES,9793320398,Tow Truck Company,1,"607 W JACKSON ST
EL CAMPO, TX. 77437
",10/20/2016,006517850C
El Campo,ALLGAYERS BIG RED LLC,NO DATA,9795437041,Tow Truck Company,3,"PO BOX 611
EL CAMPO, TX. 77437
",6/25/2016,006499906C
El Campo,"GENE'S WRECKER, TIRE & TRUCK REPAIR, LLC",NO DATA,9795437374,Tow Truck Company - Commercial Carrier,5,"2507 WEST LOOP
EL CAMPO, TX. 77437
",12/31/2016,005673470C
El Cenizo,*** City Data Not Found ***
El Lago,*** City Data Not Found ***
El Paso,ALLSTAR TOWING,NO DATA,9155847797,Tow Truck Company,1,"7555 ACAPULCO
EL PASO, TX. 79915
",11/24/2015,005271224C
El Paso,EDWARDO ANTONIO RANGEL,TRUST   TOWING  COMPANY,915 222-4036,Tow Truck Company,1,"2851 PERSHING
EL PASO, TX. 79903
",10/1/2007,006309238C
El Paso,"DURAN & SONS TOWING, LLC",DURAN & SONS DIESEL SERVICE,9158524168,Tow Truck Company - Commercial Carrier,2,"14300 PEYTON RD
EL PASO, TX. 79938
",10/12/2016,006402393C
El Paso,TOW-RO TOWING,NO DATA,9152451346,Tow Truck Company,1,"3597  JOHN HENRY ST
EL PASO, TX. 79938
",6/22/2016,006513736C
El Paso,PAUL GONZALEZ,CHOVYS TOWING,9152707823,Tow Truck Company,1,"5724  MARIE TOBIN DR
EL PASO, TX. 79924
",9/6/2016,006516058C
El Paso,VICTOR A HERNANDEZ,ACE TOWING,9157740314,Tow Truck Company - Commercial Carrier,2,"256 S MARYLAND
EL PASO, TX. 79905
",4/4/2012,006458934C
El Paso,AMERICAN & EUROPEAN AUTO,NO DATA,9155653811,Tow Truck Company,1,"4220 DYER ST
EL PASO, TX. 79930
",8/13/2015,005268964C
El Paso,EL TEJANO TOWING LLC,NO DATA,9158736642,Tow Truck Company,1,"14253  TIERRA BRONCE DR
EL PASO, TX. 79938
",1/26/2015,006476317C
El Paso,G & M REPOSESSION SPECIALIST INC,G & M REPOSESSION SPECIALIST INC,9155657376,Tow Truck Company,1,"9704 CARNEGIE
EL PASO, TX. 79925
",2/7/2017,006467782C
El Paso,SOCORRO TOWING,NO DATA,9158593691,Tow Truck Company,1,"565 BUFORD
EL PASO, TX. 79927
",5/16/2012,005024199C
El Paso,JUST TOW IT LLC,JUST TOW IT LLC,9157608799,Tow Truck Company,1,"5940  DONIPHAN DR
EL PASO, TX. 79932
",9/21/2015,006503659C
El Paso,VEHICLE TRANSPORTATION LTD LLP,EL PASO TOWING,915-544-8697,Tow Truck Company,1,"432  FREDERICK RD
EL PASO, TX. 79905
",4/1/2017,006506842C
El Paso,GILBERT ALVAREZ,FAST LANE AUTO SERVICE,9152559000,Tow Truck Company,1,"1518 GEORGE DIETER ST
EL PASO, TX. 79936
",12/7/2016,006516999C
El Paso,CHAIREZ ENTERPRISES INC,CHAIREZ ENTERPRISES INC,9158729777,Tow Truck Company,1,"8181 ALEMEDA AVE STE A
EL PASO, TX. 79907
",2/13/2015,006472444C
El Paso,"SOUTHWEST RECOVERY BUREAU, INC.",NO DATA,9158214734,Tow Truck Company,2,"PO BOX 4123
EL PASO, TX. 79914
",2/16/2017,005609293C
El Paso,CUSTOM TOWING,NO DATA,915 872 9224,Tow Truck Company - Commercial Carrier,3,"9846 LILLY DR.
EL PASO, TX. 79938
",5/15/2013,006422788C
El Paso,3A TOWING AND RECOVERY SERVICES,NO DATA,9156137846,Tow Truck Company,1,"4200  OKEEFE DR
EL PASO, TX. 79902
",10/15/2016,006517189C
El Paso,RAMON CASTILLO,RC TOWING,915-497-4414,Tow Truck Company - Commercial Carrier,1,"3714 PIERCE AVE
EL PASO, TX. 79930
",6/5/2017,006440250C
El Paso,DANNY SALCIDO,EXPRESS TOWING,9158212100,Tow Truck Company,2,"10710  GATEWAY BLVD
STE B5 UNIT 105
EL PASO, TX. 79924
",4/19/2017,006518841C
El Paso,DEPENDABLE TOWING,NO DATA,9157518697,Tow Truck Company,5,"5847  WAYCROSS AVE
EL PASO, TX. 79924
",3/21/2017,005220468C
El Paso,ROCKY MOUNTAIN TOWING,11701 CANARY PALM CT EL PASO TX 79936,915-256-4484,Tow Truck Company,2,"11701  CANARY PALM CT
EL PASO, TX. 79936
",10/21/2015,006504210C
El Paso,SOHLE EXPRESS TOWING INC,SOHLE EXPRESS TOWING,9155856800,Tow Truck Company,7,"1109 MOHEGAN
EL PASO, TX. 79912
",9/10/2016,005911087C
El Paso,FAST LANE TOWING,FAST LANE TOWING,915-873-0058,Tow Truck Company - Commercial Carrier,1,"8605 BASIL COURT
EL PASO, TX. 79925
",10/12/2010,006437638C
El Paso,JAHAZIEL ROMERO,AJ&R TOWING,915-820-8787,Tow Truck Company,1,"4307  BLISS AVE
EL PASO, TX. 79903
",5/26/2017,006525655C
El Paso,JET TOWING,NO DATA,9158569200,Tow Truck Company - Commercial Carrier,2,"3565 LEE BLVD
EL PASO, TX. 79936
",1/2/2017,006457543C
El Paso,FERNANDO RAMIREZ,ANDROMEDA TOWING,9158501223,Tow Truck Company,1,"674  AGUA CALIENTE DR
EL PASO, TX. 79912
",5/7/2016,006486235C
El Paso,A & E TRANSPORT,NO DATA,9152040060,Tow Truck Company - Commercial Carrier,1,"11444 ED MERRINS
EL PASO, TX. 79936
",5/28/2015,006406587C
El Paso,"BEST WRECKER & TOWING, INC.",NO DATA,,Tow Truck Company,6,"5843 WAYCROSS
EL PASO, TX. 79924
",10/26/2016,005363421C
El Paso,J & A TOWING,J & A TOWING,9158560074,Tow Truck Company,1,"3415  RICHMOND AVE
EL PASO, TX. 79930
",6/12/2017,006485944C
El Paso,ROBERT MOLINA,MOTORCYCLE RESCUE & TOWING,9152587158,Tow Truck Company,2,"11457  REX BAXTER DR
EL PASO, TX. 79936
",6/10/2017,006478649C
El Paso,ELISEO CARLOS,EAGLE TOWING,9159293362,Tow Truck Company,1,"11112  TAHOKA AVE
EL PASO, TX. 79936
",2/18/2017,006521712C
El Paso,D.N.M. TOWING,NO DATA,915-727-2984,Tow Truck Company,1,"373 RIO DULCE
EL PASO, TX. 79932
",12/6/2016,005607513C
El Paso,ANDRADE TOWING,NO DATA,9152566549,Tow Truck Company,3,"2349  TIERRA HUMEDA DR
EL PASO, TX. 79938
",8/2/2016,006513516C
El Paso,JOSE YANEZ,DESERT TOWING SERVICE,915-269-1326,Tow Truck Company - Commercial Carrier,7,"6257 PATRIA
EL PASO, TX. 79932
",2/10/2012,006455841C
El Paso,RICARDO ALVAREZ,PERFORMANCE TOWING,9155415000,Tow Truck Company,4,"3329  JEFFERSON AVE
EL PASO, TX. 79930
",12/12/2016,006473385C
El Paso,VRP TOWING CRANE AND MACHINERY CORP,NO DATA,9157724007,Tow Truck Company,1,"1033  HUMBLE PL
EL PASO, TX. 79915
",9/2/2016,006515077C
El Paso,KEVIN ANTUNEZ,365 TOWING,9155880429,Tow Truck Company,1,"5767  SEAN HAGGERTY DR
EL PASO, TX. 79924
",3/8/2017,006522493C
El Paso,ARROW TOWING,NO DATA,9155422869,Tow Truck Company,4,"1140 DIESEL DR
EL PASO, TX. 79936
",11/29/2004,005036869C
El Paso,501 TOWING,NO DATA,9152533417,Tow Truck Company - Commercial Carrier,1,"3508 ALTURA
EL PASO, TX. 79930
",6/7/2016,006458523C
El Paso,LONE STAR CITY TOWING INC,NO DATA,915 886-3007,Tow Truck Company,5,"5889 WEST VALLEY CIRCLE
EL PASO, TX. 79932
",11/17/2016,005305826C
El Paso,PHIL CENA,ALAMO TOWING SERVICE,9155328688,Tow Truck Company,1,"PO BOX 9231
EL PASO, TX. 79995
",6/16/2016,006500376C
El Paso,J. BAYONA INVESTMENTS' INCORPORATED,AMERICAN LENDERS SVC COMPANY OF EL PASO,9157722794,Tow Truck Company,1,"PO BOX 9396
EL PASO, TX. 79995
",5/25/2017,006513135C
El Paso,BRENDA A GUTIERREZ,ABRAHAM TOWING,9153452225,Tow Truck Company,3,"1640 N ZARAGOZA RD
APT 518
EL PASO, TX. 79936
",2/24/2017,006522062C
El Paso,ADVANCED TOWING SERVICE,NO DATA,9158559743,Tow Truck Company,2,"3640 PABLO SANCHEZ PL
EL PASO, TX. 79938
",8/1/2004,005060051C
El Paso,BORDER INTERNATIONAL TOWING,NO DATA,9158731672,Tow Truck Company - Commercial Carrier,1,"7701 NARDO GOODMAN
EL PASO, TX. 79912
",11/8/2010,006426751C
El Paso,TOWMASTER,NO DATA,915-208-7777,Tow Truck Company,2,"7782  FRANKLIN DR
EL PASO, TX. 79915
",10/23/2013,006477318C
El Paso,AD WRECKER SERVICE INC.,NO DATA,9158569200,Tow Truck Company,4,"PO BOX 960519
EL PASO, TX. 79996
",1/2/2017,005020618C
El Paso,DYNAMIC TOWING SERVICE CORP,NO DATA,9153090320,Tow Truck Company,2,"504  ENCINO DR
EL PASO, TX. 79905
",1/26/2017,006490990C
El Paso,JERRY MOSS,AY VOY TOWING,9154075399,Tow Truck Company,1,"3614  POLLARD ST
EL PASO, TX. 79930
",6/15/2016,006499876C
El Paso,"KINGS TOWING,LLC",KINGS TOWING,9156918697,Tow Truck Company,5,"1534 REBECCA ANN DR
EL PASO, TX. 79936
",10/27/2014,006443112C
El Paso,ALONSO TOWING,ALONSO TOWING,9152589038,Tow Truck Company,1,"180  POLO INN RD
EL PASO, TX. 79915
",9/29/2015,006490879C
El Paso,RICHARDO VARELA,DESERT VIEW TOWING,9158563650,Tow Truck Company,1,"5028 PIKES PEAK
EL PASO, TX. 79904
",2/16/2016,006127657C
El Paso,JESUS GARCIA,GARCIA WRECKER SERVICE,915-751-7557,Tow Truck Company - Commercial Carrier,3,"10017 ALCAN ST
EL PASO, TX. 79924
",1/10/2016,006445694C
El Paso,TAKING CARE OF BUSINESS INC,T.C.B. TOWING,9152179909,Tow Truck Company,1,"12758  GAMBUSINO AVE
EL PASO, TX. 79938
",12/4/2015,006505541C
El Paso,ECONOMIC TOWING,NO DATA,915 630 7074,Tow Truck Company,1,"7138  DALE RD APT 3
EL PASO, TX. 79915
",5/7/2014,005789936C
El Paso,MICHAEL HUEREQUE,HUEREQUE'S CITY WIDE TOWING,9158203575,Tow Truck Company,1,"1367  VISTA GRANADA DR
EL PASO, TX. 79936
",4/17/2017,006523333C
El Paso,KAMEL TOWING,NO DATA,9157721967,Tow Truck Company,1,"601 MAGNOLIA
EL PASO, TX. 79903
",4/20/2017,005043260C
El Paso,LEYVA'S TOWING & RECOVERY,LEYVA'S TOWING & RECOVERY,9154914518,Tow Truck Company,1,"7400  VISCOUNT BLVD
EL PASO, TX. 79925
",3/25/2017,006495312C
El Paso,A.S.A.P. WRECKER SERVICE INC,NO DATA,915 587 9700,Tow Truck Company,4,"5751 ETHEL
EL PASO, TX. 79932
",12/10/2016,006239524C
El Paso,3H TOWING LLC,3 H TOWING LLC,9158922724,Tow Truck Company,4,"14288  TIERRA YAMILA LN
EL PASO, TX. 79938
",10/20/2016,006478449C
El Paso,JUAN GANDARA,GANDARAS AUTO REPAIR,9157515081,Tow Truck Company,1,"8152  DYER ST
EL PASO, TX. 79904
",10/5/2016,006517119C
El Paso,TRI-STATE RECOVERY INC,NO DATA,915-772-9914,Tow Truck Company,4,"PO BOX 24197
EL PASO, TX. 79914
",4/30/2017,005824348C
El Paso,L & S TOWING,NO DATA,9154085916,Tow Truck Company,2,"1662  GREEN PEAR DR
EL PASO, TX. 79928
",4/8/2017,006472264C
El Paso,WEST TEXAS AUTO RECOVERY INC,"WTAR, INC DBA AP RECOVERY SERVICES",432-362-4528,Tow Truck Company,1,"PO BOX 371502
EL PASO, TX. 79937
",9/2/2016,006471023C
El Paso,PRECISION RECOVERY LLC,NO DATA,915-920-2197,Tow Truck Company,1,"4601  TITANIC AVE
EL PASO, TX. 79904
",5/3/2017,006501817C
El Paso,EXTREME TOWING,NO DATA,9159260889,Tow Truck Company,6,"5509 EDMONTON
EL PASO, TX. 79924
",5/1/2016,005452138C
El Paso,PEDRO SANDOVAL,CLASSIC TOWING,915-799-5050,Tow Truck Company,1,"2800  LAKE SPIER DR
EL PASO, TX. 79936
",8/28/2015,006485604C
El Paso,JACOB ESCAMILLA,CHECKERED FLAG TOWING,9158209001,Tow Truck Company,2,"176  QUADRI CT
EL PASO, TX. 79907
",8/2/2012,006462828C
El Paso,ROCHA'S TOWING SERVICE,ROCHA'S TOWING SERVICE,9154330587,Tow Truck Company,1,"1530  GOODYEAR DR
EL PASO, TX. 79936
",8/4/2016,006515348C
El Paso,TEXAS RECOVERY & TOWING,NO DATA,9157011913,Tow Truck Company,1,"12489  TIERRA ESPADA DR
EL PASO, TX. 79938
",6/9/2016,006513456C
El Paso,"ROGER ALBA TOWING, LLC",ROGER ALBA TOWING,915-855-1900,Tow Truck Company,7,"1401  DARRINGTON RD
EL PASO, TX. 79928
",3/16/2017,006465610C
El Paso,MARIO MAESE,M & M TOWING,9158926569,Tow Truck Company,1,"11274 RANKIN DR B
EL PASO, . 79927
",4/22/2015,006485734C
El Paso,S. O. OAXACA BODY SHOP INC,OAXACA TOWING,9158491717,Tow Truck Company,1,"11350  MONTANA AVE
EL PASO, TX. 79936
",2/20/2017,006520311C
El Paso,B. E.G. TOWING INC,NO DATA,9154942198,Tow Truck Company,2,"14001 SILVER SPUR
EL PASO, TX. 79938
",3/18/2016,006432324C
El Paso,BLACK HAWK TOWING,NO DATA,9156675997,Tow Truck Company,1,"PO BOX 12932
EL PASO, TX. 79913
",8/26/2016,006516178C
El Paso,LUTHER EARL DEAL,DEAL'S TOWING,9155882844,Tow Truck Company,2,"5600  POLLARD ST
EL PASO, TX. 79904
",12/20/2008,006179660C
Eldorado,JOE KEY,B J'S GARAGE & WRECKER SERVICE,9158534080,Tow Truck Company,1,"PO BOX 33
ELDORADO, TX. 76936
",7/14/2016,005549007C
Electra,AARON MARSH,MARSH TOWING & RECOVERY,9407331584,Tow Truck Company,1,"700 S BAILEY ST
ELECTRA, TX. 76360
",2/14/2017,006518971C
Electra,KD'S TOWING & ASSET RECOVERY,KD'S TOWING & ASSET RECOVERY,9407339137,Tow Truck Company,3,"405 E WABASH AVE
ELECTRA, TX. 76360
",1/3/2017,006494661C
Elgin,EDGEHILL TOWING AND STORAGE LLC,ALBERT A DAVIS,5127088057,Tow Truck Company,2,"21405 WEBER OAKS COVE
ELGIN, TX. 78621
",8/16/2016,006491350C
Elgin,MDA TOWING LLC,NO DATA,5403130673,Tow Truck Company,2,"18404  WILLOW SAGE LN
ELGIN, TX. 78621
",11/23/2016,006519021C
Elgin,JESSE PERKINS,JP TOWING,5124963683,Tow Truck Company,0,"PO BOX 851
ELGIN, TX. 78621
",5/16/2017,006499275C
Elgin,U S AUTO SALES,NO DATA,5125411429,Tow Truck Company,1,"P O BOX 1085
ELGIN, TX. 78621
",5/15/2017,005180486C
Elmendorf,AM/PM WRECKER SERVICE,NO DATA,210 722 8678,Tow Truck Company,1,"15915 KILOWATT RD LOT 2
ELMENDORF, TX. 78112
",1/3/2017,006064791C
Elmendorf,SALVADOR MUNOZ,MUNOZ MACHINE SHOP,2106178935,Tow Truck Company,1,"15835  OLD CORPUS CHRISTI RD
ELMENDORF, TX. 78112
",5/23/2017,006510974C
Elsa,LOUIE'S TOWING,NO DATA,9562628613,Tow Truck Company - Commercial Carrier,1,"P O BOX 1084
ELSA, TX. 78543
",4/28/2017,006416474C
Elsa,BAZAN & SON'S TOWING SERVICES,NO DATA,9562624001,Tow Truck Company,1,"WEST HWY 107
ELSA, TX. 78543
",12/6/2016,005017778C
Emory,*** City Data Not Found ***
Encinal,*** City Data Not Found ***
Ennis,JEFFREY D. ADCOCK,SAINT'S COLLATERAL RECOVERY LLC,731-412-9438,Tow Truck Company,2,"2613 N KAUFMAN ST
ENNIS, TX. 75119
",1/30/2015,006483672C
Ennis,ROCHA'S WRECKER SERVICE,NO DATA,2147294565,Tow Truck Company,1,"3117  FM 85
ENNIS, TX. 75119
",5/21/2014,006474085C
Ennis,TWISTED METAL,TWISTED METAL,9728756220,Tow Truck Company,1,"101  AVENUE F
ENNIS, TX. 75119
",4/5/2017,006491070C
Ennis,ROBERTS MOTOR CO,NO DATA,9728755631,Tow Truck Company,2,"1201 S KAUFMAN
ENNIS, TX. 75119
",8/14/2014,005513294C
Ennis,"ED'S GARAGE & A-1 WRECKER SERVICE, INC.",NO DATA,2148755029,Tow Truck Company - Commercial Carrier,2,"P O BOX 702
ENNIS, TX. 75120
",4/1/2017,0000037705
Ennis,MILLER'S 66,NO DATA,9728758791,Tow Truck Company,2,"2601 OLD HWY 75 SPUR 469
ENNIS, TX. 75119
",11/2/2015,005053001C
Ennis,"DRP LOGISTICS, INC.,",DRP TOWING,2148784761,Tow Truck Company,4,"2702 S KAUFMAN ST
ENNIS, TX. 75119
",3/1/2015,005058201C
Ennis,"VALEK AUTO BODY REPAIR, INC.",NO DATA,2148755731,Tow Truck Company,1,"1405 SOUTH IH 45
ENNIS, TX. 75119
",10/16/1998,005043030C
Ennis,JURIK'S USED CARS,NO DATA,9728754212,Tow Truck Company,1,"1200 S KAUFMAN
ENNIS, TX. 75119
",12/22/2016,005049560C
Ennis,CLAXTON'S USED CARS,NO DATA,9728752904,Tow Truck Company,3,"4610 N I 45
ENNIS, TX. 75119
",3/5/2017,005505783C
Escobares,*** City Data Not Found ***
Euless,PRICESE KING SERVICES,LLC,8178967366,Tow Truck Company,1,"827 S MAIN ST APT 220
EULESS, TX. 76040
",12/30/2016,006479760C
Euless,JUAN ANGULO,MID-CITIES AUTO & TRUCK SERVICES,817-267-0313,Tow Truck Company,1,"4027 S HIGHWAY 157
EULESS, TX. 76040
",8/27/2014,006489208C
Euless,CARDINAL TOWING COMPANY INC.,NO DATA,8175405533,Tow Truck Company,7,"PO BOX 2108
EULESS, TX. 76039
",2/16/2017,005059781C
Euless,CASEY'S WRECKER SERVICE,NO DATA,8176857253,Tow Truck Company,1,"311 FRANKLIN
EULESS, TX. 76040
",7/25/2016,005031249C
Euless,MAHDI HAMAM,AB & A TOWING,2144630036,Tow Truck Company - Commercial Carrier,1,"4121 STONE HOLLOWAY
EULESS, TX. 76040
",11/5/2010,006439169C
Euless,FALKEN AUTO SALES LLC,NO DATA,8172831889,Tow Truck Company,1,"1511 W EULESS BLVD
EULESS, TX. 76040
",3/15/2017,006510213C
Euless,MANHEIM REMARKETING INC,MANHEIM DALLAS-FORT WORTH,8173994000,Tow Truck Company,1,"12101  TRINITY BLVD
EULESS, TX. 76040
",1/1/2013,006470472C
Euless,"EULESS WRECKER SERVICE, INC.",EULESS B&B WRECKER SERVICE,8172832121,Tow Truck Company,3,"1201 W  EULESS BLVD
EULESS, TX. 76040
",9/1/2016,005063462C
Eureka,*** City Data Not Found ***
Eustace,KINGDOM TOWING & RECOVERY,NO DATA,8177398018,Tow Truck Company,1,"215 E FRONT ST
EUSTACE, TX. 75124
",10/30/2015,006505110C
Eustace,JLJ AUTO RECOVERY TEXAS INC.,NO DATA,9034252300,Tow Truck Company,2,"311 US 175 W
EUSTACE, TX. 75124
",11/15/2016,006512645C
